,ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RelIncAtLev,JobSwitchRate
22,22,34,No,Rare,RnD,7,4,Life Sciences,28,1,Female,3,3,Research Director,2,Single,11994.0,0,No,11,3,3,0,13,4,3,12,6,2,11,1915.4500000000007,0.0
23,23,21,No,Rare,RnD,15,2,Life Sciences,30,3,Male,3,1,Research Scientist,4,Single,1232.0,1,No,14,3,4,0,0,6,3,0,0,0,0,-1463.0,inf
24,24,34,Yes,Rare,RnD,6,1,Medical,31,2,Male,3,1,Research Scientist,1,Single,3108.0,2,No,11,3,3,0,8,2,3,4,2,1,3,413.0,0.25
25,25,53,No,Rare,RnD,5,3,Other,32,3,Female,3,5,Manager,3,Single,19094.0,4,No,11,3,4,1,26,3,2,14,13,4,8,-143.0,0.154
26,26,32,Yes,Frequent,RnD,16,1,Life Sciences,33,2,Female,1,1,Research Scientist,1,Single,4114.95,1,Yes,22,4,2,0,10,5,3,10,2,6,7,1419.9499999999998,0.1
27,27,42,No,Rare,Sales,8,4,Marketing,35,3,Male,3,2,Sales Executive,2,Married,6825.0,0,No,11,3,4,1,10,2,3,9,7,4,2,1454.5,0.0
28,28,44,No,Rare,RnD,7,4,Medical,36,1,Female,2,3,Healthcare Representative,4,Married,10248.0,3,No,14,3,4,1,24,4,3,22,6,5,17,169.45000000000073,0.125
29,29,46,No,Rare,Sales,2,4,Marketing,38,2,Female,3,5,Manager,1,Single,18947.0,3,No,12,3,4,0,22,2,2,2,2,2,1,-290.0,0.136
30,30,33,No,Rare,RnD,2,3,Medical,39,3,Male,3,1,Laboratory Technician,4,Single,2496.0,4,No,11,3,4,0,7,3,3,1,1,0,0,-199.0,0.571
31,31,44,No,Rare,RnD,10,4,Other,40,4,Male,3,2,Healthcare Representative,4,Married,6465.0,2,Yes,13,3,4,0,9,5,4,4,2,1,3,1094.5,0.222
32,32,30,No,Rare,RnD,9,2,Medical,41,4,Male,2,1,Laboratory Technician,3,Single,2206.0,1,No,13,3,1,0,10,5,3,10,0,1,8,-489.0,0.1
33,33,39,Yes,Rare,Sales,5,3,Technical Degree,42,4,Male,3,2,Sales Representative,4,Married,2190.3,3,No,14,3,3,1,19,6,4,1,0,0,0,-3180.2,0.158
34,34,24,Yes,Rare,RnD,1,3,Medical,45,2,Male,3,1,Research Scientist,4,Married,2407.65,2,Yes,16,3,1,1,6,2,2,2,0,2,0,-287.3499999999999,0.333
35,35,43,No,Rare,RnD,2,2,Medical,46,4,Female,4,1,Research Scientist,3,Single,2645.0,1,No,12,3,4,2,6,3,2,5,3,1,4,-50.0,0.167
36,36,50,Yes,Rare,Sales,3,2,Marketing,47,1,Male,2,1,Sales Representative,3,Married,2817.15,1,Yes,14,3,3,0,3,2,3,3,2,0,2,122.15000000000009,0.333
37,37,35,No,Rare,Sales,2,3,Marketing,49,4,Female,3,1,Sales Representative,4,Married,2014.0,1,No,13,3,1,0,2,3,3,2,2,2,2,-681.0,0.5
38,38,36,No,Rare,RnD,5,4,Life Sciences,51,2,Female,2,1,Research Scientist,1,Married,3419.0,9,Yes,14,3,4,1,6,3,4,1,1,0,0,724.0,1.5
39,39,33,No,Frequent,Sales,1,3,Life Sciences,52,3,Female,4,2,Sales Executive,1,Married,5376.0,2,No,19,3,1,2,10,3,3,5,3,1,3,5.5,0.2
40,40,35,No,Rare,RnD,4,2,Other,53,3,Male,3,1,Laboratory Technician,4,Single,1951.0,1,No,12,3,3,1,1,3,3,1,0,0,0,-744.0,1.0
41,41,27,No,Rare,RnD,2,4,Life Sciences,54,4,Female,3,1,Laboratory Technician,1,Single,2341.0,1,No,13,3,4,1,1,6,3,1,0,0,0,-354.0,1.0
42,42,26,Yes,Rare,RnD,25,3,Life Sciences,55,1,Male,1,1,Laboratory Technician,3,Single,2407.65,1,No,12,3,3,0,1,2,2,1,0,0,1,-287.3499999999999,1.0
43,43,27,No,Frequent,Sales,8,3,Life Sciences,56,4,Male,3,3,Sales Executive,3,Single,8726.0,1,No,15,3,4,0,9,0,3,9,8,1,7,-1352.5499999999993,0.111
44,44,30,No,Frequent,RnD,1,2,Medical,57,3,Female,3,2,Laboratory Technician,4,Single,4011.0,1,No,23,4,4,0,12,2,3,12,8,3,7,-1359.5,0.083
45,45,41,Yes,Rare,RnD,12,3,Technical Degree,58,2,Female,3,5,Research Director,3,Married,20522.25,1,No,12,3,4,0,23,0,3,22,15,15,8,1285.25,0.043
46,46,34,No,None,Sales,23,4,Marketing,60,2,Male,3,2,Sales Executive,3,Single,4568.0,0,No,20,4,3,0,10,2,3,9,5,8,7,-802.5,0.0
47,47,37,No,Rare,RnD,19,2,Life Sciences,61,2,Male,3,1,Research Scientist,2,Married,3022.0,4,No,21,4,1,0,8,1,3,1,0,0,0,327.0,0.5
48,48,46,No,Frequent,Sales,5,4,Marketing,62,1,Male,3,2,Sales Executive,4,Single,5772.0,4,Yes,21,4,3,0,14,4,3,9,6,0,8,401.5,0.286
49,49,35,No,Rare,RnD,8,1,Life Sciences,63,4,Male,4,1,Laboratory Technician,4,Married,2269.0,1,No,19,3,4,0,1,2,3,1,0,0,1,-426.0,1.0
50,50,48,Yes,Rare,RnD,1,2,Life Sciences,64,1,Male,2,3,Laboratory Technician,3,Single,5650.05,9,Yes,13,3,4,0,23,2,3,1,0,0,0,-4428.499999999999,0.391
51,51,28,Yes,Rare,RnD,5,4,Technical Degree,65,3,Male,3,1,Laboratory Technician,3,Single,3613.05,1,Yes,13,3,3,0,2,3,2,2,2,2,2,918.0500000000002,0.5
52,52,44,No,Rare,Sales,1,5,Marketing,68,2,Female,3,2,Sales Executive,1,Single,5454.0,5,Yes,21,4,3,1,9,2,2,4,3,1,3,83.5,0.556
53,53,35,No,None,RnD,11,2,Medical,70,3,Male,2,3,Healthcare Representative,1,Married,9884.0,2,Yes,13,3,3,1,10,3,3,4,0,2,3,-194.54999999999927,0.2
54,54,26,No,Rare,Sales,23,3,Marketing,72,3,Female,2,2,Sales Executive,4,Married,4157.0,7,Yes,19,3,3,1,5,2,2,2,2,0,0,-1213.5,1.4
55,55,33,No,Frequent,RnD,1,2,Life Sciences,73,1,Female,3,3,Research Director,4,Single,13458.0,1,Yes,12,3,3,0,15,1,3,15,14,8,12,3379.4500000000007,0.067
56,56,35,No,Frequent,Sales,18,5,Life Sciences,74,2,Male,3,3,Sales Executive,1,Married,9069.0,1,No,22,4,4,1,9,3,2,9,8,1,8,-1009.5499999999993,0.111
57,57,35,No,Rare,RnD,23,4,Medical,75,3,Female,3,1,Laboratory Technician,1,Married,4014.0,3,Yes,15,3,3,1,4,3,3,2,2,2,2,1319.0,0.75
58,58,31,No,Rare,RnD,7,4,Life Sciences,76,4,Male,3,2,Laboratory Technician,4,Single,5915.0,3,No,22,4,4,1,10,3,2,7,7,1,7,544.5,0.3
59,59,37,No,Rare,RnD,1,4,Life Sciences,77,1,Male,2,2,Manufacturing Director,3,Single,5993.0,1,No,18,3,3,1,7,2,4,7,5,0,7,622.5,0.143
60,60,32,No,Rare,RnD,1,3,Medical,78,1,Male,3,2,Manufacturing Director,4,Married,6162.0,1,Yes,22,4,2,1,9,3,3,9,8,7,8,791.5,0.111
61,61,38,No,Frequent,RnD,29,5,Life Sciences,79,4,Female,3,2,Laboratory Technician,4,Single,2406.0,1,No,11,3,4,0,10,2,3,10,3,9,9,-2964.5,0.1
62,62,50,No,Rare,RnD,7,2,Medical,80,2,Female,2,5,Research Director,3,Single,18740.0,5,Yes,12,3,4,1,29,2,2,27,3,13,8,-497.0,0.172
63,63,59,No,Rare,Sales,25,3,Life Sciences,81,1,Female,3,3,Sales Executive,1,Single,7637.0,7,No,11,3,4,0,28,3,2,21,16,7,9,-2441.5499999999993,0.25
64,64,36,No,Rare,RnD,8,3,Technical Degree,83,3,Female,3,3,Healthcare Representative,3,Single,10096.0,1,No,13,3,2,3,17,2,3,17,14,12,8,17.450000000000728,0.059
65,65,55,No,Rare,RnD,8,3,Medical,84,4,Female,3,4,Manager,3,Single,14756.0,2,Yes,14,3,3,3,21,2,3,5,0,0,2,-1398.0,0.095
66,66,36,No,Frequent,RnD,11,3,Life Sciences,85,2,Male,2,2,Manufacturing Director,2,Single,6499.0,1,No,13,3,3,0,6,3,3,6,5,0,3,1128.5,0.167
67,67,45,No,Rare,RnD,7,3,Life Sciences,86,2,Male,3,3,Research Scientist,1,Single,9724.0,2,No,17,3,3,1,25,2,3,1,0,0,0,-354.5499999999993,0.08
68,68,35,No,Frequent,RnD,1,3,Medical,88,2,Male,3,1,Research Scientist,1,Married,2194.0,4,No,13,3,4,1,5,2,2,3,2,1,2,-501.0,0.8
69,69,36,Yes,Rare,RnD,9,3,Medical,90,4,Male,2,1,Research Scientist,3,Married,3557.4,0,Yes,17,3,1,1,2,0,2,1,0,0,0,862.4000000000001,0.0
70,70,59,No,Frequent,Sales,1,1,Life Sciences,91,1,Female,2,2,Sales Executive,3,Single,5473.0,7,No,11,3,4,0,20,2,2,4,3,1,3,102.5,0.35
71,71,29,No,Rare,RnD,2,3,Life Sciences,94,3,Male,3,1,Research Scientist,2,Married,2703.0,0,No,23,4,4,1,6,3,3,5,4,0,4,8.0,0.0
72,72,31,No,Rare,RnD,1,4,Medical,95,3,Male,3,1,Research Scientist,2,Single,2501.0,1,No,17,3,2,0,1,4,3,1,1,1,0,-194.0,1.0
73,73,32,No,Rare,RnD,1,3,Life Sciences,96,2,Male,3,2,Research Scientist,2,Married,6220.0,1,No,17,3,2,2,10,3,3,10,4,0,9,849.5,0.1
74,74,36,No,Rare,RnD,6,3,Life Sciences,97,2,Female,4,1,Laboratory Technician,4,Married,3038.0,3,No,12,3,2,0,5,3,3,1,0,0,0,343.0,0.6
75,75,31,No,Rare,RnD,8,4,Life Sciences,98,3,Female,3,2,Manufacturing Director,4,Single,4424.0,1,No,23,4,4,0,11,2,3,11,7,1,8,-946.5,0.091
76,76,35,No,Rare,Sales,1,4,Marketing,100,3,Male,2,2,Sales Executive,1,Single,4312.0,0,No,14,3,2,0,16,2,3,15,13,2,8,-1058.5,0.0
77,77,45,No,Rare,RnD,6,4,Other,101,4,Male,3,3,Research Director,1,Married,13245.0,4,Yes,14,3,2,0,17,3,4,0,0,0,0,3166.4500000000007,0.235
78,78,37,No,Rare,RnD,7,4,Medical,102,1,Male,3,3,Research Director,3,Single,13664.0,4,No,13,3,1,0,16,3,4,5,2,0,2,3585.4500000000007,0.25
79,79,46,No,Rare,HR,5,2,Medical,103,2,Male,3,2,Human Resources,2,Single,5021.0,8,Yes,22,4,4,1,16,2,3,4,2,0,2,-349.5,0.5
80,80,30,No,Rare,RnD,1,1,Life Sciences,104,4,Male,2,2,Laboratory Technician,4,Married,5126.0,1,Yes,12,3,3,2,10,1,2,10,8,3,0,-244.5,0.1
81,81,35,No,Rare,RnD,1,3,Medical,105,2,Male,2,1,Research Scientist,3,Single,2859.0,1,No,18,3,1,0,6,3,3,6,4,0,4,164.0,0.167
82,82,55,No,Rare,Sales,1,2,Life Sciences,106,1,Male,3,3,Sales Executive,4,Married,10239.0,3,No,14,3,4,1,24,4,3,1,0,1,0,160.45000000000073,0.125
83,83,38,No,None,RnD,6,3,Medical,107,2,Female,1,2,Research Scientist,4,Single,5329.0,7,Yes,12,3,4,3,17,3,3,13,11,1,9,-41.5,0.412
84,84,34,No,Rare,RnD,1,2,Medical,110,1,Male,3,2,Manufacturing Director,2,Married,4325.0,1,No,15,3,3,0,5,2,3,5,2,1,3,-1045.5,0.2
85,85,56,No,Rare,RnD,7,3,Life Sciences,112,4,Male,1,3,Manufacturing Director,4,Single,7260.0,4,No,11,3,1,0,37,3,2,6,4,0,2,-2818.5499999999993,0.108
86,86,23,No,Rare,Sales,2,1,Technical Degree,113,3,Male,3,1,Sales Representative,1,Single,2322.0,3,No,13,3,3,1,3,3,3,0,0,0,0,-373.0,1.0
87,87,51,No,Rare,RnD,9,4,Life Sciences,116,4,Male,3,1,Laboratory Technician,4,Married,2075.0,3,No,23,4,2,2,10,4,3,4,2,0,3,-620.0,0.3
88,88,30,No,Rare,RnD,2,3,Life Sciences,117,3,Male,2,2,Healthcare Representative,4,Married,4152.0,1,No,19,3,1,3,11,3,3,11,10,10,8,-1218.5,0.091
89,89,46,Yes,Rare,Sales,9,2,Medical,118,3,Male,2,3,Sales Executive,4,Single,10099.95,1,No,16,3,4,0,9,3,3,9,8,4,7,21.400000000001455,0.111
90,90,40,No,Frequent,RnD,1,4,Life Sciences,119,3,Male,2,4,Healthcare Representative,2,Married,13503.0,1,No,22,4,4,1,22,3,2,22,3,11,11,-2651.0,0.045
91,91,51,No,Rare,Sales,21,4,Marketing,120,3,Male,3,2,Sales Executive,4,Single,5441.0,0,Yes,22,4,4,0,11,2,1,10,7,1,0,70.5,0.0
92,92,30,No,Rare,Sales,4,2,Medical,121,3,Female,2,2,Sales Executive,2,Single,5209.0,1,Yes,12,3,2,3,11,4,2,11,8,2,7,-161.5,0.091
93,93,46,No,Frequent,RnD,1,3,Medical,124,3,Male,2,3,Healthcare Representative,1,Married,10673.0,2,Yes,13,3,3,1,21,5,2,10,9,9,5,594.4500000000007,0.095
94,94,32,No,Rare,Sales,6,4,Medical,125,2,Male,3,2,Sales Executive,3,Single,5010.0,1,No,16,3,1,0,12,0,3,11,8,5,7,-360.5,0.083
95,95,54,No,Rare,RnD,2,4,Technical Degree,126,1,Female,3,3,Research Director,3,Married,13549.0,9,No,12,3,1,1,16,5,1,4,3,0,3,3470.4500000000007,0.562
96,96,24,No,Rare,Sales,3,2,Other,128,1,Female,3,2,Sales Executive,3,Married,4999.0,0,No,21,4,1,1,4,2,2,3,2,0,2,-371.5,0.0
97,97,28,No,None,Sales,4,3,Medical,129,2,Male,3,2,Sales Executive,3,Married,4221.0,1,No,15,3,2,0,5,3,4,5,4,0,4,-1149.5,0.2
98,98,58,No,Rare,Sales,10,4,Medical,131,4,Male,3,4,Sales Executive,3,Single,13872.0,0,No,13,3,3,0,38,1,2,37,10,1,8,-2282.0,0.0
99,99,44,No,None,RnD,23,3,Medical,132,2,Male,3,2,Laboratory Technician,2,Married,2042.0,4,No,12,3,3,1,17,3,4,3,2,1,2,-3328.5,0.235
100,100,37,Yes,Rare,HR,6,4,Human Resources,133,3,Male,3,1,Human Resources,1,Single,2176.65,4,Yes,22,4,4,0,7,3,3,3,2,0,2,-518.3499999999999,0.571
101,101,32,No,Rare,RnD,1,1,Life Sciences,134,4,Male,3,1,Research Scientist,1,Single,2956.0,1,No,13,3,4,0,1,2,3,1,0,0,0,261.0,1.0
102,102,20,Yes,Frequent,RnD,6,3,Life Sciences,137,4,Female,2,1,Laboratory Technician,4,Single,3072.3,1,Yes,18,3,2,0,1,5,3,1,0,1,0,377.3000000000002,1.0
103,103,34,No,Rare,RnD,6,4,Other,138,1,Female,3,2,Research Scientist,3,Single,4809.0,1,No,14,3,3,0,16,3,3,16,13,2,10,-561.5,0.062
104,104,37,No,None,RnD,2,2,Life Sciences,139,3,Male,2,2,Healthcare Representative,4,Single,5163.0,5,No,14,3,4,1,17,2,4,1,0,0,0,-207.5,0.294
105,105,59,No,None,HR,2,4,Human Resources,140,3,Female,2,5,Manager,4,Married,18844.0,9,No,21,4,4,1,30,3,3,3,2,2,2,-393.0,0.3
106,106,50,No,Frequent,RnD,1,3,Life Sciences,141,1,Female,3,5,Research Director,2,Married,18172.0,3,Yes,19,3,1,0,28,1,2,8,3,0,7,-1065.0,0.107
107,107,25,Yes,Rare,Sales,5,3,Marketing,142,3,Male,2,2,Sales Executive,3,Single,6031.2,1,Yes,11,3,4,0,6,1,3,6,4,0,3,660.6999999999998,0.167
108,108,25,No,Rare,RnD,7,1,Medical,143,4,Male,2,1,Research Scientist,4,Married,2889.0,1,No,11,3,3,2,2,2,3,2,2,2,1,194.0,0.5
109,109,22,No,Rare,RnD,15,3,Medical,144,2,Female,3,1,Laboratory Technician,4,Single,2871.0,1,No,15,3,3,0,1,5,3,0,0,0,0,176.0,1.0
110,110,51,No,Frequent,RnD,1,4,Medical,145,1,Female,2,3,Healthcare Representative,1,Single,7484.0,3,No,20,4,3,0,23,1,2,13,12,12,8,-2594.5499999999993,0.13
111,111,34,Yes,Frequent,RnD,7,3,Life Sciences,147,1,Male,1,2,Laboratory Technician,3,Single,6377.7,1,Yes,24,4,4,0,9,3,3,9,7,0,6,1007.1999999999998,0.111
112,112,54,No,None,HR,26,3,Human Resources,148,4,Female,4,4,Manager,4,Single,17328.0,2,Yes,12,3,3,0,23,3,3,5,3,4,4,1174.0,0.087
113,113,24,No,Rare,RnD,18,1,Life Sciences,150,2,Male,3,1,Laboratory Technician,3,Married,2774.0,0,No,12,3,3,1,6,2,3,5,3,1,2,79.0,0.0
114,114,34,No,Rare,RnD,6,4,Life Sciences,151,3,Female,2,2,Research Scientist,2,Single,4505.0,6,No,15,3,3,1,12,3,3,1,0,0,0,-865.5,0.5
115,115,37,No,Rare,Sales,3,3,Life Sciences,152,3,Male,3,3,Sales Executive,4,Single,7428.0,2,No,12,3,1,0,12,3,3,5,3,1,3,-2650.5499999999993,0.167
116,116,34,No,Rare,RnD,5,3,Medical,153,3,Female,2,3,Manager,1,Single,11631.0,2,No,12,3,4,0,14,6,3,11,10,5,8,1552.4500000000007,0.143
117,117,36,No,Frequent,Sales,11,2,Technical Degree,154,2,Female,3,3,Sales Executive,4,Married,9738.0,0,No,14,3,3,1,10,6,3,9,7,2,8,-340.5499999999993,0.0
118,118,36,No,Rare,RnD,3,2,Life Sciences,155,1,Female,3,1,Laboratory Technician,4,Single,2835.0,5,No,22,4,1,1,7,2,3,1,0,0,0,140.0,0.714
119,119,43,No,Frequent,Sales,26,2,Life Sciences,158,3,Male,3,4,Manager,4,Married,16959.0,1,Yes,12,3,4,2,25,3,4,25,12,4,12,805.0,0.04
120,120,30,No,Frequent,RnD,23,3,Life Sciences,159,1,Male,1,1,Research Scientist,3,Single,2613.0,1,No,25,4,3,3,10,2,2,10,7,0,9,-82.0,0.1
121,121,33,No,None,Sales,22,2,Marketing,160,3,Male,3,2,Sales Executive,2,Married,6146.0,0,No,13,3,1,1,8,2,4,7,7,0,7,775.5,0.0
122,122,56,Yes,Rare,RnD,14,4,Life Sciences,161,2,Female,3,1,Research Scientist,2,Married,5211.150000000001,9,Yes,18,3,1,3,7,2,3,5,4,4,3,2516.1500000000005,1.286
123,123,51,No,Rare,RnD,6,3,Life Sciences,162,1,Male,3,5,Research Director,3,Single,19537.0,7,No,13,3,3,0,23,5,3,20,18,15,15,300.0,0.304
124,124,31,Yes,Rare,Sales,6,4,Life Sciences,163,2,Male,1,2,Sales Executive,3,Married,6480.6,4,Yes,18,3,2,0,12,3,2,7,7,7,7,1110.1000000000004,0.333
125,125,26,No,Rare,RnD,6,3,Other,164,3,Female,2,1,Research Scientist,2,Married,2368.0,1,No,19,3,3,0,5,3,2,5,4,4,3,-327.0,0.2
126,126,58,Yes,Rare,RnD,23,4,Medical,165,4,Female,3,3,Healthcare Representative,4,Married,10827.6,1,No,12,3,4,1,40,3,2,40,10,15,6,749.0500000000011,0.025
127,127,19,Yes,Rare,Sales,22,1,Marketing,167,4,Male,3,1,Sales Representative,3,Single,1758.75,1,Yes,19,3,4,0,0,2,2,0,0,0,0,-936.25,inf
128,128,22,No,Rare,RnD,2,1,Technical Degree,169,3,Male,3,1,Laboratory Technician,4,Married,2523.0,0,No,14,3,3,1,3,2,3,2,1,2,1,-172.0,0.0
129,129,49,No,Rare,RnD,20,4,Medical,170,3,Female,3,2,Manufacturing Director,1,Married,6567.0,1,No,14,3,3,0,16,2,2,15,11,5,11,1196.5,0.062
130,130,43,No,Frequent,RnD,28,3,Medical,171,2,Female,4,1,Research Scientist,3,Single,4739.0,4,No,12,3,4,0,18,2,3,3,2,1,2,2044.0,0.222
131,131,50,No,Frequent,Sales,12,3,Marketing,174,3,Female,3,3,Sales Executive,4,Single,9208.0,4,No,11,3,4,0,16,3,3,2,2,2,1,-870.5499999999993,0.25
132,132,31,Yes,Rare,Sales,20,3,Life Sciences,175,2,Female,1,2,Sales Executive,3,Married,4786.95,3,Yes,11,3,3,1,4,2,3,2,2,2,2,-583.5500000000002,0.75
133,133,41,No,Rare,Sales,9,1,Life Sciences,176,3,Male,3,3,Sales Executive,3,Single,8189.0,3,Yes,13,3,3,1,12,2,3,9,7,0,7,-1889.5499999999993,0.25
134,134,26,No,Rare,HR,25,1,Life Sciences,177,3,Female,3,1,Human Resources,3,Married,2942.0,1,No,23,4,4,1,8,3,3,8,7,5,7,247.0,0.125
135,135,36,No,Rare,RnD,6,2,Medical,178,2,Male,3,2,Manufacturing Director,2,Single,4941.0,6,No,20,4,4,2,7,0,3,3,2,0,1,-429.5,0.857
136,136,51,Yes,Frequent,RnD,8,4,Life Sciences,179,1,Male,1,3,Manufacturing Director,4,Single,11182.5,2,No,15,3,4,0,18,2,3,4,2,0,3,1103.9500000000007,0.111
137,137,39,No,Rare,Sales,4,4,Life Sciences,182,4,Female,2,2,Sales Executive,3,Married,5902.0,4,No,14,3,3,1,17,1,4,15,11,5,9,531.5,0.235
138,138,25,No,Rare,Sales,28,3,Life Sciences,183,1,Male,2,2,Sales Executive,3,Married,8639.0,2,No,18,3,4,0,6,3,3,2,2,2,2,3268.5,0.333
139,139,30,No,Rare,HR,9,3,Human Resources,184,3,Male,3,2,Human Resources,4,Married,6347.0,0,Yes,19,3,4,0,12,2,1,11,9,4,7,976.5,0.0
140,140,32,Yes,Rare,RnD,9,3,Medical,190,1,Female,3,1,Laboratory Technician,1,Single,4410.0,7,No,22,4,1,0,10,2,4,5,4,0,4,1715.0,0.7
141,141,45,No,Rare,RnD,29,3,Medical,192,3,Male,3,1,Research Scientist,4,Single,3452.0,5,No,13,3,2,0,9,2,2,6,5,0,3,757.0,0.556
142,142,38,No,Rare,RnD,3,5,Technical Degree,193,4,Female,3,2,Research Scientist,3,Single,4317.0,3,Yes,20,4,2,0,19,2,3,3,2,2,2,-1053.5,0.158
143,143,30,No,Rare,RnD,18,3,Life Sciences,194,1,Female,3,1,Research Scientist,3,Single,2632.0,1,No,14,3,3,0,5,4,2,5,4,0,4,-63.0,0.2
144,144,32,No,Frequent,Sales,9,2,Medical,195,4,Male,1,2,Sales Executive,4,Single,4668.0,0,No,17,3,4,3,9,2,4,8,7,0,7,-702.5,0.0
145,145,30,No,Rare,RnD,5,3,Technical Degree,197,4,Female,3,1,Research Scientist,1,Single,3204.0,5,No,14,3,4,1,8,3,3,3,2,2,2,509.0,0.625
146,146,30,No,Rare,RnD,2,1,Medical,198,2,Male,2,1,Laboratory Technician,4,Single,2720.0,0,No,13,3,4,0,6,3,3,5,3,1,2,25.0,0.0
